Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
325,Exit long,2015-11-17,MacdSE,0.76,1,0.78,-0.02,-2.56,0.01,1.28,-0.04,-5.13,0.58,0.00
325,Entry long,2015-11-09,MacdLE,0.78,1,0.78,-0.02,-2.56,0.01,1.28,-0.04,-5.13,0.58,0.00
326,Exit short,2015-12-02,MacdLE,0.82,1,0.76,-0.06,-7.89,0.01,1.32,-0.06,-7.89,0.52,0.00
326,Entry short,2015-11-17,MacdSE,0.76,1,0.76,-0.06,-7.89,0.01,1.32,-0.06,-7.89,0.52,0.00
327,Exit long,2015-12-11,MacdSE,0.82,1,0.82,0,0.00,0.03,3.66,-0.01,-1.22,0.52,0.00
327,Entry long,2015-12-02,MacdLE,0.82,1,0.82,0,0.00,0.03,3.66,-0.01,-1.22,0.52,0.00
328,Exit short,2016-02-01,MacdLE,0.73,1,0.82,0.09,10.98,0.16,19.51,-0.03,-3.66,0.61,0.00
328,Entry short,2015-12-11,MacdSE,0.82,1,0.82,0.09,10.98,0.16,19.51,-0.03,-3.66,0.61,0.00
329,Exit long,2016-02-08,MacdSE,0.65,1,0.73,-0.08,-10.96,0.01,1.37,-0.08,-10.96,0.53,0.00
329,Entry long,2016-02-01,MacdLE,0.73,1,0.73,-0.08,-10.96,0.01,1.37,-0.08,-10.96,0.53,0.00
330,Exit short,2016-02-18,MacdLE,0.75,1,0.65,-0.1,-15.38,0.03,4.62,-0.1,-15.38,0.43,0.00
330,Entry short,2016-02-08,MacdSE,0.65,1,0.65,-0.1,-15.38,0.03,4.62,-0.1,-15.38,0.43,0.00
331,Exit long,2016-03-15,MacdSE,0.8,1,0.75,0.05,6.67,0.08,10.67,-0.01,-1.33,0.48,0.00
331,Entry long,2016-02-18,MacdLE,0.75,1,0.75,0.05,6.67,0.08,10.67,-0.01,-1.33,0.48,0.00
332,Exit short,2016-03-17,MacdLE,0.82,1,0.8,-0.02,-2.50,0.01,1.25,-0.03,-3.75,0.46,0.00
332,Entry short,2016-03-15,MacdSE,0.8,1,0.8,-0.02,-2.50,0.01,1.25,-0.03,-3.75,0.46,0.00
333,Exit long,2016-04-08,MacdSE,0.89,1,0.82,0.07,8.54,0.1,12.20,-0.01,-1.22,0.53,0.00
333,Entry long,2016-03-17,MacdLE,0.82,1,0.82,0.07,8.54,0.1,12.20,-0.01,-1.22,0.53,0.00
334,Exit short,2016-05-16,MacdLE,1.02,1,0.89,-0.13,-14.61,0.03,3.37,-0.13,-14.61,0.4,0.00
334,Entry short,2016-04-08,MacdSE,0.89,1,0.89,-0.13,-14.61,0.03,3.37,-0.13,-14.61,0.4,0.00
335,Exit long,2016-06-09,MacdSE,1.15,1,1.02,0.13,12.75,0.17,16.67,-0.01,-0.98,0.53,0.00
335,Entry long,2016-05-16,MacdLE,1.02,1,1.02,0.13,12.75,0.17,16.67,-0.01,-0.98,0.53,0.00
336,Exit short,2016-07-11,MacdLE,1.29,1,1.15,-0.14,-12.17,0.04,3.48,-0.14,-12.17,0.39,0.00
336,Entry short,2016-06-09,MacdSE,1.15,1,1.15,-0.14,-12.17,0.04,3.48,-0.14,-12.17,0.39,0.00
337,Exit long,2016-08-04,MacdSE,1.41,1,1.29,0.12,9.30,0.15,11.63,0,0.00,0.51,0.00
337,Entry long,2016-07-11,MacdLE,1.29,1,1.29,0.12,9.30,0.15,11.63,0,0.00,0.51,0.00
338,Exit short,2016-08-09,MacdLE,1.48,1,1.41,-0.07,-4.96,0,0.00,-0.07,-4.96,0.44,0.00
338,Entry short,2016-08-04,MacdSE,1.41,1,1.41,-0.07,-4.96,0,0.00,-0.07,-4.96,0.44,0.00
339,Exit long,2016-08-24,MacdSE,1.58,1,1.48,0.1,6.76,0.11,7.43,-0.02,-1.35,0.54,0.00
339,Entry long,2016-08-09,MacdLE,1.48,1,1.48,0.1,6.76,0.11,7.43,-0.02,-1.35,0.54,0.00
340,Exit short,2016-09-22,MacdLE,1.63,1,1.58,-0.05,-3.16,0.15,9.49,-0.05,-3.16,0.49,0.00
340,Entry short,2016-08-24,MacdSE,1.58,1,1.58,-0.05,-3.16,0.15,9.49,-0.05,-3.16,0.49,0.00
341,Exit long,2016-10-11,MacdSE,1.67,1,1.63,0.04,2.45,0.11,6.75,-0.04,-2.45,0.53,0.00
341,Entry long,2016-09-22,MacdLE,1.63,1,1.63,0.04,2.45,0.11,6.75,-0.04,-2.45,0.53,0.00
342,Exit short,2016-10-25,MacdLE,1.76,1,1.67,-0.09,-5.39,0.08,4.79,-0.1,-5.99,0.44,0.00
342,Entry short,2016-10-11,MacdSE,1.67,1,1.67,-0.09,-5.39,0.08,4.79,-0.1,-5.99,0.44,0.00
343,Exit long,2016-11-03,MacdSE,1.73,1,1.76,-0.03,-1.70,0.06,3.41,-0.05,-2.84,0.41,0.00
343,Entry long,2016-10-25,MacdLE,1.76,1,1.76,-0.03,-1.70,0.06,3.41,-0.05,-2.84,0.41,0.00
344,Exit short,2016-11-14,MacdLE,2.2,1,1.73,-0.47,-27.17,0.07,4.05,-0.49,-28.32,-0.06,0.00
344,Entry short,2016-11-03,MacdSE,1.73,1,1.73,-0.47,-27.17,0.07,4.05,-0.49,-28.32,-0.06,0.00
345,Exit long,2016-12-02,MacdSE,2.16,1,2.2,-0.04,-1.82,0.18,8.18,-0.11,-5.00,-0.1,0.00
345,Entry long,2016-11-14,MacdLE,2.2,1,2.2,-0.04,-1.82,0.18,8.18,-0.11,-5.00,-0.1,0.00
346,Exit short,2016-12-20,MacdLE,2.61,1,2.16,-0.45,-20.83,0.03,1.39,-0.45,-20.83,-0.55,0.00
346,Entry short,2016-12-02,MacdSE,2.16,1,2.16,-0.45,-20.83,0.03,1.39,-0.45,-20.83,-0.55,0.00
347,Exit long,2017-01-04,MacdSE,2.59,1,2.61,-0.02,-0.77,0.39,14.94,-0.13,-4.98,-0.57,0.00
347,Entry long,2016-12-20,MacdLE,2.61,1,2.61,-0.02,-0.77,0.39,14.94,-0.13,-4.98,-0.57,0.00
348,Exit short,2017-01-30,MacdLE,2.77,1,2.59,-0.18,-6.95,0.11,4.25,-0.21,-8.11,-0.75,0.00
348,Entry short,2017-01-04,MacdSE,2.59,1,2.59,-0.18,-6.95,0.11,4.25,-0.21,-8.11,-0.75,0.00
349,Exit long,2017-02-14,MacdSE,2.7,1,2.77,-0.07,-2.53,0.25,9.03,-0.07,-2.53,-0.82,0.00
349,Entry long,2017-01-30,MacdLE,2.77,1,2.77,-0.07,-2.53,0.25,9.03,-0.07,-2.53,-0.82,0.00
350,Exit short,2017-03-16,MacdLE,2.57,1,2.7,0.13,4.81,0.32,11.85,-0.1,-3.70,-0.69,0.00
350,Entry short,2017-02-14,MacdSE,2.7,1,2.7,0.13,4.81,0.32,11.85,-0.1,-3.70,-0.69,0.00
351,Exit long,2017-04-05,MacdSE,2.5,1,2.57,-0.07,-2.72,0.18,7.00,-0.07,-2.72,-0.76,0.00
351,Entry long,2017-03-16,MacdLE,2.57,1,2.57,-0.07,-2.72,0.18,7.00,-0.07,-2.72,-0.76,0.00
352,Exit short,2017-04-24,MacdLE,2.57,1,2.5,-0.07,-2.80,0.11,4.40,-0.07,-2.80,-0.83,0.00
352,Entry short,2017-04-05,MacdSE,2.5,1,2.5,-0.07,-2.80,0.11,4.40,-0.07,-2.80,-0.83,0.00
353,Exit long,2017-06-13,MacdSE,3.86,1,2.57,1.29,50.19,1.64,63.81,-0.02,-0.78,0.46,0.00
353,Entry long,2017-04-24,MacdLE,2.57,1,2.57,1.29,50.19,1.64,63.81,-0.02,-0.78,0.46,0.00
354,Exit short,2017-07-13,MacdLE,4.08,1,3.86,-0.22,-5.70,0.4,10.36,-0.22,-5.70,0.24,0.00
354,Entry short,2017-06-13,MacdSE,3.86,1,3.86,-0.22,-5.70,0.4,10.36,-0.22,-5.70,0.24,0.00
355,Exit long,2017-07-28,MacdSE,4.01,1,4.08,-0.07,-1.72,0.17,4.17,-0.14,-3.43,0.17,0.00
355,Entry long,2017-07-13,MacdLE,4.08,1,4.08,-0.07,-1.72,0.17,4.17,-0.14,-3.43,0.17,0.00
356,Exit short,2017-08-10,MacdLE,4.3,1,4.01,-0.29,-7.23,0.03,0.75,-0.35,-8.73,-0.12,0.00
356,Entry short,2017-07-28,MacdSE,4.01,1,4.01,-0.29,-7.23,0.03,0.75,-0.35,-8.73,-0.12,0.00
357,Exit long,2017-08-11,MacdSE,3.93,1,4.3,-0.37,-8.60,0.02,0.47,-0.37,-8.60,-0.49,0.00
357,Entry long,2017-08-10,MacdLE,4.3,1,4.3,-0.37,-8.60,0.02,0.47,-0.37,-8.60,-0.49,0.00
358,Exit short,2017-09-01,MacdLE,4.25,1,3.93,-0.32,-8.14,0.11,2.80,-0.32,-8.14,-0.81,0.00
358,Entry short,2017-08-11,MacdSE,3.93,1,3.93,-0.32,-8.14,0.11,2.80,-0.32,-8.14,-0.81,0.00
359,Exit long,2017-09-08,MacdSE,4.15,1,4.25,-0.1,-2.35,0.05,1.18,-0.16,-3.76,-0.91,0.00
359,Entry long,2017-09-01,MacdLE,4.25,1,4.25,-0.1,-2.35,0.05,1.18,-0.16,-3.76,-0.91,0.00
360,Exit short,2017-09-13,MacdLE,4.21,1,4.15,-0.06,-1.45,0.08,1.93,-0.1,-2.41,-0.97,0.00
360,Entry short,2017-09-08,MacdSE,4.15,1,4.15,-0.06,-1.45,0.08,1.93,-0.1,-2.41,-0.97,0.00
361,Exit long,2017-09-27,MacdSE,4.39,1,4.21,0.18,4.28,0.57,13.54,-0.03,-0.71,-0.79,0.00
361,Entry long,2017-09-13,MacdLE,4.21,1,4.21,0.18,4.28,0.57,13.54,-0.03,-0.71,-0.79,0.00
362,Exit short,2017-10-10,MacdLE,4.79,1,4.39,-0.4,-9.11,0.07,1.59,-0.4,-9.11,-1.19,0.00
362,Entry short,2017-09-27,MacdSE,4.39,1,4.39,-0.4,-9.11,0.07,1.59,-0.4,-9.11,-1.19,0.00
363,Exit long,2017-10-26,MacdSE,4.87,1,4.79,0.08,1.67,0.2,4.18,-0.11,-2.30,-1.11,0.00
363,Entry long,2017-10-10,MacdLE,4.79,1,4.79,0.08,1.67,0.2,4.18,-0.11,-2.30,-1.11,0.00
364,Exit short,2017-10-31,MacdLE,5.13,1,4.87,-0.26,-5.34,0.02,0.41,-0.28,-5.75,-1.37,0.00
364,Entry short,2017-10-26,MacdSE,4.87,1,4.87,-0.26,-5.34,0.02,0.41,-0.28,-5.75,-1.37,0.00
365,Exit long,2017-11-10,MacdSE,5.33,1,5.13,0.2,3.90,0.2,3.90,-0.12,-2.34,-1.17,0.00
365,Entry long,2017-10-31,MacdLE,5.13,1,5.13,0.2,3.90,0.2,3.90,-0.12,-2.34,-1.17,0.00
366,Exit short,2017-11-13,MacdLE,5.4,1,5.33,-0.07,-1.31,0.04,0.75,-0.14,-2.63,-1.24,0.00
366,Entry short,2017-11-10,MacdSE,5.33,1,5.33,-0.07,-1.31,0.04,0.75,-0.14,-2.63,-1.24,0.00
367,Exit long,2017-11-16,MacdSE,5.32,1,5.4,-0.08,-1.48,0.03,0.56,-0.2,-3.70,-1.32,0.00
367,Entry long,2017-11-13,MacdLE,5.4,1,5.4,-0.08,-1.48,0.03,0.56,-0.2,-3.70,-1.32,0.00
368,Exit short,2017-12-21,MacdLE,4.92,1,5.32,0.4,7.52,0.81,15.23,-0.11,-2.07,-0.92,0.00
368,Entry short,2017-11-16,MacdSE,5.32,1,5.32,0.4,7.52,0.81,15.23,-0.11,-2.07,-0.92,0.00
369,Exit long,2018-02-05,MacdSE,5.68,1,4.92,0.76,15.45,1.31,26.63,-0.14,-2.85,-0.16,0.00
369,Entry long,2017-12-21,MacdLE,4.92,1,4.92,0.76,15.45,1.31,26.63,-0.14,-2.85,-0.16,0.00
370,Exit short,2018-02-20,MacdLE,6.12,1,5.68,-0.44,-7.75,0.58,10.21,-0.57,-10.04,-0.6,0.00
370,Entry short,2018-02-05,MacdSE,5.68,1,5.68,-0.44,-7.75,0.58,10.21,-0.57,-10.04,-0.6,0.00
371,Exit long,2018-03-01,MacdSE,6.05,1,6.12,-0.07,-1.14,0.18,2.94,-0.13,-2.12,-0.67,0.00
371,Entry long,2018-02-20,MacdLE,6.12,1,6.12,-0.07,-1.14,0.18,2.94,-0.13,-2.12,-0.67,0.00
372,Exit short,2018-03-14,MacdLE,6.24,1,6.05,-0.19,-3.14,0.5,8.26,-0.31,-5.12,-0.86,0.00
372,Entry short,2018-03-01,MacdSE,6.05,1,6.05,-0.19,-3.14,0.5,8.26,-0.31,-5.12,-0.86,0.00
373,Exit long,2018-03-20,MacdSE,6.03,1,6.24,-0.21,-3.37,0.08,1.28,-0.31,-4.97,-1.07,0.00
373,Entry long,2018-03-14,MacdLE,6.24,1,6.24,-0.21,-3.37,0.08,1.28,-0.31,-4.97,-1.07,0.00
374,Exit short,2018-04-16,MacdLE,5.79,1,6.03,0.24,3.98,0.7,11.61,-0.27,-4.48,-0.83,0.00
374,Entry short,2018-03-20,MacdSE,6.03,1,6.03,0.24,3.98,0.7,11.61,-0.27,-4.48,-0.83,0.00
375,Exit long,2018-04-25,MacdSE,5.5,1,5.79,-0.29,-5.01,0.19,3.28,-0.33,-5.70,-1.12,0.00
375,Entry long,2018-04-16,MacdLE,5.79,1,5.79,-0.29,-5.01,0.19,3.28,-0.33,-5.70,-1.12,0.00
376,Exit short,2018-05-02,MacdLE,5.68,1,5.5,-0.18,-3.27,0.24,4.36,-0.26,-4.73,-1.3,0.00
376,Entry short,2018-04-25,MacdSE,5.5,1,5.5,-0.18,-3.27,0.24,4.36,-0.26,-4.73,-1.3,0.00
377,Exit long,2018-05-23,MacdSE,6.01,1,5.68,0.33,5.81,0.83,14.61,-0.05,-0.88,-0.97,0.00
377,Entry long,2018-05-02,MacdLE,5.68,1,5.68,0.33,5.81,0.83,14.61,-0.05,-0.88,-0.97,0.00
378,Exit short,2018-06-04,MacdLE,6.48,1,6.01,-0.47,-7.82,0,0.00,-0.47,-7.82,-1.44,0.00
378,Entry short,2018-05-23,MacdSE,6.01,1,6.01,-0.47,-7.82,0,0.00,-0.47,-7.82,-1.44,0.00
379,Exit long,2018-06-19,MacdSE,6.52,1,6.48,0.04,0.62,0.25,3.86,-0.04,-0.62,-1.4,0.00
379,Entry long,2018-06-04,MacdLE,6.48,1,6.48,0.04,0.62,0.25,3.86,-0.04,-0.62,-1.4,0.00
380,Exit short,2018-07-11,MacdLE,6.24,1,6.52,0.28,4.29,0.69,10.58,-0.09,-1.38,-1.12,0.00
380,Entry short,2018-06-19,MacdSE,6.52,1,6.52,0.28,4.29,0.69,10.58,-0.09,-1.38,-1.12,0.00
381,Exit long,2018-07-31,MacdSE,6.09,1,6.24,-0.15,-2.40,0.18,2.88,-0.17,-2.72,-1.27,0.00
381,Entry long,2018-07-11,MacdLE,6.24,1,6.24,-0.15,-2.40,0.18,2.88,-0.17,-2.72,-1.27,0.00
382,Exit short,2018-08-06,MacdLE,6.29,1,6.09,-0.2,-3.28,0.06,0.99,-0.24,-3.94,-1.47,0.00
382,Entry short,2018-07-31,MacdSE,6.09,1,6.09,-0.2,-3.28,0.06,0.99,-0.24,-3.94,-1.47,0.00
383,Exit long,2018-08-20,MacdSE,6.08,1,6.29,-0.21,-3.34,0.3,4.77,-0.21,-3.34,-1.68,0.00
383,Entry long,2018-08-06,MacdLE,6.29,1,6.29,-0.21,-3.34,0.3,4.77,-0.21,-3.34,-1.68,0.00
384,Exit short,2018-08-23,MacdLE,6.53,1,6.08,-0.45,-7.40,0.11,1.81,-0.5,-8.22,-2.13,0.00
384,Entry short,2018-08-20,MacdSE,6.08,1,6.08,-0.45,-7.40,0.11,1.81,-0.5,-8.22,-2.13,0.00
385,Exit long,2018-09-12,MacdSE,6.78,1,6.53,0.25,3.83,0.6,9.19,-0.01,-0.15,-1.88,0.00
385,Entry long,2018-08-23,MacdLE,6.53,1,6.53,0.25,3.83,0.6,9.19,-0.01,-0.15,-1.88,0.00
386,Exit short,2018-10-02,MacdLE,7.21,1,6.78,-0.43,-6.34,0.31,4.57,-0.52,-7.67,-2.31,0.00
386,Entry short,2018-09-12,MacdSE,6.78,1,6.78,-0.43,-6.34,0.31,4.57,-0.52,-7.67,-2.31,0.00
387,Exit long,2018-10-09,MacdSE,6.62,1,7.21,-0.59,-8.18,0.11,1.53,-0.71,-9.85,-2.9,0.00
387,Entry long,2018-10-02,MacdLE,7.21,1,7.21,-0.59,-8.18,0.11,1.53,-0.71,-9.85,-2.9,0.00
388,Exit short,2018-11-06,MacdLE,5.29,1,6.62,1.33,20.09,2.22,33.53,-0.1,-1.51,-1.57,0.00
388,Entry short,2018-10-09,MacdSE,6.62,1,6.62,1.33,20.09,2.22,33.53,-0.1,-1.51,-1.57,0.00
389,Exit long,2018-11-19,MacdSE,4.04,1,5.29,-1.25,-23.63,0.15,2.84,-1.25,-23.63,-2.82,0.00
389,Entry long,2018-11-06,MacdLE,5.29,1,5.29,-1.25,-23.63,0.15,2.84,-1.25,-23.63,-2.82,0.00
390,Exit short,2018-12-03,MacdLE,4.32,1,4.04,-0.28,-6.93,0.71,17.57,-0.28,-6.93,-3.1,0.00
390,Entry short,2018-11-19,MacdSE,4.04,1,4.04,-0.28,-6.93,0.71,17.57,-0.28,-6.93,-3.1,0.00
391,Exit long,2018-12-26,MacdSE,3.22,1,4.32,-1.1,-25.46,0.05,1.16,-1.21,-28.01,-4.2,0.00
391,Entry long,2018-12-03,MacdLE,4.32,1,4.32,-1.1,-25.46,0.05,1.16,-1.21,-28.01,-4.2,0.00
392,Exit short,2018-12-27,MacdLE,3.27,1,3.22,-0.05,-1.55,0.11,3.42,-0.11,-3.42,-4.25,0.00
392,Entry short,2018-12-26,MacdSE,3.22,1,3.22,-0.05,-1.55,0.11,3.42,-0.11,-3.42,-4.25,0.00
393,Exit long,2019-01-30,MacdSE,3.37,1,3.27,0.1,3.06,0.75,22.94,-0.14,-4.28,-4.15,0.00
393,Entry long,2018-12-27,MacdLE,3.27,1,3.27,0.1,3.06,0.75,22.94,-0.14,-4.28,-4.15,0.00
394,Exit short,2019-02-05,MacdLE,3.74,1,3.37,-0.37,-10.98,0.08,2.37,-0.4,-11.87,-4.52,0.00
394,Entry short,2019-01-30,MacdSE,3.37,1,3.37,-0.37,-10.98,0.08,2.37,-0.4,-11.87,-4.52,0.00
395,Exit long,2019-03-06,MacdSE,3.9,1,3.74,0.16,4.28,0.39,10.43,-0.14,-3.74,-4.36,0.00
395,Entry long,2019-02-05,MacdLE,3.74,1,3.74,0.16,4.28,0.39,10.43,-0.14,-3.74,-4.36,0.00
396,Exit short,2019-03-13,MacdLE,4.1,1,3.9,-0.2,-5.13,0.28,7.18,-0.21,-5.38,-4.56,0.00
396,Entry short,2019-03-06,MacdSE,3.9,1,3.9,-0.2,-5.13,0.28,7.18,-0.21,-5.38,-4.56,0.00
397,Exit long,2019-04-16,MacdSE,4.66,1,4.1,0.56,13.66,0.74,18.05,-0.01,-0.24,-4,0.00
397,Entry long,2019-03-13,MacdLE,4.1,1,4.1,0.56,13.66,0.74,18.05,-0.01,-0.24,-4,0.00
398,Exit short,2019-06-07,MacdLE,3.6,1,4.66,1.06,22.75,1.34,28.76,-0.16,-3.43,-2.94,0.00
398,Entry short,2019-04-16,MacdSE,4.66,1,4.66,1.06,22.75,1.34,28.76,-0.16,-3.43,-2.94,0.00
399,Exit long,2019-08-01,MacdSE,4.23,1,3.6,0.63,17.50,0.87,24.17,-0.03,-0.83,-2.31,0.00
399,Entry long,2019-06-07,MacdLE,3.6,1,3.6,0.63,17.50,0.87,24.17,-0.03,-0.83,-2.31,0.00
400,Exit short,2019-08-20,MacdLE,4.26,1,4.23,-0.03,-0.71,0.55,13.00,-0.09,-2.13,-2.34,0.00
400,Entry short,2019-08-01,MacdSE,4.23,1,4.23,-0.03,-0.71,0.55,13.00,-0.09,-2.13,-2.34,0.00
401,Exit long,2019-09-23,MacdSE,4.32,1,4.26,0.06,1.41,0.45,10.56,-0.28,-6.57,-2.28,0.00
401,Entry long,2019-08-20,MacdLE,4.26,1,4.26,0.06,1.41,0.45,10.56,-0.28,-6.57,-2.28,0.00
402,Exit short,2019-10-08,MacdLE,4.52,1,4.32,-0.2,-4.63,0.09,2.08,-0.39,-9.03,-2.48,0.00
402,Entry short,2019-09-23,MacdSE,4.32,1,4.32,-0.2,-4.63,0.09,2.08,-0.39,-9.03,-2.48,0.00
403,Exit long,2019-10-09,MacdSE,4.51,1,4.52,-0.01,-0.22,0,0.00,-0.11,-2.43,-2.49,0.00
403,Entry long,2019-10-08,MacdLE,4.52,1,4.52,-0.01,-0.22,0,0.00,-0.11,-2.43,-2.49,0.00
404,Exit short,2019-10-10,MacdLE,4.52,1,4.51,-0.01,-0.22,0.03,0.67,-0.06,-1.33,-2.5,0.00
404,Entry short,2019-10-09,MacdSE,4.51,1,4.51,-0.01,-0.22,0.03,0.67,-0.06,-1.33,-2.5,0.00
405,Exit long,2019-11-12,MacdSE,5.24,1,4.52,0.72,15.93,0.77,17.04,-0.01,-0.22,-1.78,0.00
405,Entry long,2019-10-10,MacdLE,4.52,1,4.52,0.72,15.93,0.77,17.04,-0.01,-0.22,-1.78,0.00
406,Exit short,2019-11-27,MacdLE,5.47,1,5.24,-0.23,-4.39,0.22,4.20,-0.3,-5.73,-2.01,0.00
406,Entry short,2019-11-12,MacdSE,5.24,1,5.24,-0.23,-4.39,0.22,4.20,-0.3,-5.73,-2.01,0.00
407,Exit long,2019-12-03,MacdSE,5.05,1,5.47,-0.42,-7.68,0.03,0.55,-0.42,-7.68,-2.43,0.00
407,Entry long,2019-11-27,MacdLE,5.47,1,5.47,-0.42,-7.68,0.03,0.55,-0.42,-7.68,-2.43,0.00
408,Exit short,2019-12-13,MacdLE,5.6,1,5.05,-0.55,-10.89,0.04,0.79,-0.57,-11.29,-2.98,0.00
408,Entry short,2019-12-03,MacdSE,5.05,1,5.05,-0.55,-10.89,0.04,0.79,-0.57,-11.29,-2.98,0.00
409,Exit long,2020-01-06,MacdSE,5.81,1,5.6,0.21,3.75,0.45,8.04,-0.05,-0.89,-2.77,0.00
409,Entry long,2019-12-13,MacdLE,5.6,1,5.6,0.21,3.75,0.45,8.04,-0.05,-0.89,-2.77,0.00
410,Exit short,2020-01-14,MacdLE,6.26,1,5.81,-0.45,-7.75,0.03,0.52,-0.51,-8.78,-3.22,0.00
410,Entry short,2020-01-06,MacdSE,5.81,1,5.81,-0.45,-7.75,0.03,0.52,-0.51,-8.78,-3.22,0.00
411,Exit long,2020-01-22,MacdSE,6.24,1,6.26,-0.02,-0.32,0.02,0.32,-0.15,-2.40,-3.24,0.00
411,Entry long,2020-01-14,MacdLE,6.26,1,6.26,-0.02,-0.32,0.02,0.32,-0.15,-2.40,-3.24,0.00
412,Exit short,2020-02-11,MacdLE,6.68,1,6.24,-0.44,-7.05,0.43,6.89,-0.44,-7.05,-3.68,0.00
412,Entry short,2020-01-22,MacdSE,6.24,1,6.24,-0.44,-7.05,0.43,6.89,-0.44,-7.05,-3.68,0.00
413,Exit long,2020-02-26,MacdSE,6.55,1,6.68,-0.13,-1.95,1.23,18.41,-0.23,-3.44,-3.81,0.00
413,Entry long,2020-02-11,MacdLE,6.68,1,6.68,-0.13,-1.95,1.23,18.41,-0.23,-3.44,-3.81,0.00
414,Exit short,2020-03-26,MacdLE,6.35,1,6.55,0.2,3.05,2.03,30.99,-0.57,-8.70,-3.61,0.00
414,Entry short,2020-02-26,MacdSE,6.55,1,6.55,0.2,3.05,2.03,30.99,-0.57,-8.70,-3.61,0.00
415,Exit long,2020-05-04,MacdSE,7.02,1,6.35,0.67,10.55,1.26,19.84,-0.39,-6.14,-2.94,0.00
415,Entry long,2020-03-26,MacdLE,6.35,1,6.35,0.67,10.55,1.26,19.84,-0.39,-6.14,-2.94,0.00
416,Exit short,2020-05-08,MacdLE,7.69,1,7.02,-0.67,-9.54,0,0.00,-0.67,-9.54,-3.61,0.00
416,Entry short,2020-05-04,MacdSE,7.02,1,7.02,-0.67,-9.54,0,0.00,-0.67,-9.54,-3.61,0.00
417,Exit long,2020-05-29,MacdSE,8.55,1,7.69,0.86,11.18,1.49,19.38,-0.1,-1.30,-2.75,0.00
417,Entry long,2020-05-08,MacdLE,7.69,1,7.69,0.86,11.18,1.49,19.38,-0.1,-1.30,-2.75,0.00
418,Exit short,2020-07-07,MacdLE,9.95,1,8.55,-1.4,-16.37,0.07,0.82,-1.4,-16.37,-4.15,0.00
418,Entry short,2020-05-29,MacdSE,8.55,1,8.55,-1.4,-16.37,0.07,0.82,-1.4,-16.37,-4.15,0.00
419,Exit long,2020-07-20,MacdSE,10.27,1,9.95,0.32,3.22,0.84,8.44,-0.16,-1.61,-3.83,0.00
419,Entry long,2020-07-07,MacdLE,9.95,1,9.95,0.32,3.22,0.84,8.44,-0.16,-1.61,-3.83,0.00
420,Exit short,2020-07-21,MacdLE,10.51,1,10.27,-0.24,-2.34,0.11,1.07,-0.26,-2.53,-4.07,0.00
420,Entry short,2020-07-20,MacdSE,10.27,1,10.27,-0.24,-2.34,0.11,1.07,-0.26,-2.53,-4.07,0.00
421,Exit long,2020-07-22,MacdSE,10.37,1,10.51,-0.14,-1.33,0.05,0.48,-0.22,-2.09,-4.21,0.00
421,Entry long,2020-07-21,MacdLE,10.51,1,10.51,-0.14,-1.33,0.05,0.48,-0.22,-2.09,-4.21,0.00
422,Exit short,2020-08-04,MacdLE,11.05,1,10.37,-0.68,-6.56,0.59,5.69,-0.73,-7.04,-4.89,0.00
422,Entry short,2020-07-22,MacdSE,10.37,1,10.37,-0.68,-6.56,0.59,5.69,-0.73,-7.04,-4.89,0.00
423,Exit long,2020-09-08,MacdSE,11.73,1,11.05,0.68,6.15,3.68,33.30,-0.25,-2.26,-4.21,0.00
423,Entry long,2020-08-04,MacdLE,11.05,1,11.05,0.68,6.15,3.68,33.30,-0.25,-2.26,-4.21,0.00
424,Exit short,2020-10-01,MacdLE,13.76,1,11.73,-2.03,-17.31,0.03,0.26,-2.03,-17.31,-6.24,0.00
424,Entry short,2020-09-08,MacdSE,11.73,1,11.73,-2.03,-17.31,0.03,0.26,-2.03,-17.31,-6.24,0.00
425,Exit long,2020-10-20,MacdSE,13.58,1,13.76,-0.18,-1.31,0.59,4.29,-0.71,-5.16,-6.42,0.00
425,Entry long,2020-10-01,MacdLE,13.76,1,13.76,-0.18,-1.31,0.59,4.29,-0.71,-5.16,-6.42,0.00
426,Exit short,2020-11-06,MacdLE,14.11,1,13.58,-0.53,-3.90,1.28,9.43,-0.76,-5.60,-6.95,0.00
426,Entry short,2020-10-20,MacdSE,13.58,1,13.58,-0.53,-3.90,1.28,9.43,-0.76,-5.60,-6.95,0.00
427,Exit long,2020-11-11,MacdSE,13.05,1,14.11,-1.06,-7.51,0.58,4.11,-1.48,-10.49,-8.01,0.00
427,Entry long,2020-11-06,MacdLE,14.11,1,14.11,-1.06,-7.51,0.58,4.11,-1.48,-10.49,-8.01,0.00
428,Exit short,2020-12-03,MacdLE,13.59,1,13.05,-0.54,-4.14,0.16,1.23,-0.72,-5.52,-8.55,0.00
428,Entry short,2020-11-11,MacdSE,13.05,1,13.05,-0.54,-4.14,0.16,1.23,-0.72,-5.52,-8.55,0.00
429,Exit long,2020-12-10,MacdSE,12.87,1,13.59,-0.72,-5.30,0.14,1.03,-0.72,-5.30,-9.27,0.00
429,Entry long,2020-12-03,MacdLE,13.59,1,13.59,-0.72,-5.30,0.14,1.03,-0.72,-5.30,-9.27,0.00
